LOG_NU,UFE_SG,LOC_NU,BAI_NU_INI,BAI_NU_FIM,LOG_NO,LOG_COMPLEMENTO,CEP,TLO_TX,LOG_STA_TLO,LOG_NO_ABREV
361680,RJ,7043,12221,NULL,Milagres,NULL,20972160,Rua,S,"R Milagres"
354316,RJ,7043,12221,NULL,Milagres,NULL,20972170,Travessa,S,"Tv Milagres"
354341,RJ,7043,12221,NULL,Mineiro,NULL,20972180,Rua,S,"R Mineiro"
354536,RJ,7043,12221,NULL,"Monsenhor Távora",NULL,20972190,Rua,S,"R Mns Távora"
355326,RJ,7043,12221,NULL,Oliveira,NULL,20972200,Rua,S,"R Oliveira"
356233,RJ,7043,12221,NULL,Perauba,NULL,20972210,Rua,S,"R Perauba"
361716,RJ,7043,12221,NULL,Perauba,NULL,20972220,Travessa,S,"Tv Perauba"
358191,RJ,7043,12221,NULL,"Santa Teresinha",NULL,20972230,Rua,S,"R Sta Teresinha"
358324,RJ,7043,12221,NULL,"Santos Dumont",NULL,20972240,Rua,S,"R Stos Dumont"
358572,RJ,7043,12221,NULL,"São José",NULL,20972250,Rua,S,"R S José"
362726,RJ,7043,12221,NULL,"São José",NULL,20972260,Travessa,S,"Tv S José"
358651,RJ,7043,12221,NULL,"São Manuel",NULL,20972270,Travessa,S,"Tv S Manuel"
358652,RJ,7043,12221,NULL,"São Manuel",NULL,20972280,Rua,S,"R S Manuel"
359861,RJ,7043,12221,NULL,Tamoios,NULL,20972290,Rua,S,"R Tamoios"
361211,RJ,7043,12221,NULL,Vitória,NULL,20972300,Rua,S,"R Vitória"
363759,RJ,7043,12221,NULL,Zélia,NULL,20972310,Rua,S,"R Zélia"
361372,RJ,7043,12221,NULL,Zélia,NULL,20972320,Travessa,S,"Tv Zélia"
344060,RJ,7043,12221,NULL,"Armando Sodré",NULL,20972330,Rua,S,"R Armando Sodré"
345506,RJ,7043,12221,NULL,Cajueiros,NULL,20972340,Travessa,S,"Tv Cajueiros"
770276,RJ,7043,12221,NULL,Cajueiros,NULL,20972342,Beco,S,"Bc Cajueiros"
770277,RJ,7043,12221,NULL,Cajueiros,NULL,20972344,Ladeira,S,"Ld Cajueiros"
345505,RJ,7043,12221,NULL,Cajueiros,NULL,20972350,Rua,S,"R Cajueiros"
770270,RJ,7043,12221,NULL,Cajueiros,NULL,20972352,Vila,S,"Vl Cajueiros"
346900,RJ,7043,12221,NULL,"Conselheiro Paz",NULL,20972360,Rua,S,"R Cnso Paz"
770272,RJ,7043,12221,NULL,Maura,NULL,20972362,Beco,S,"Bc Maura"
346884,RJ,7043,12221,NULL,"Conselheiro da Paz",NULL,20972370,Travessa,S,"Tv Cnso da Paz"
347150,RJ,7043,12221,NULL,"Costa Ferreira",NULL,20972380,Rua,S,"R Costa Ferreira"
347151,RJ,7043,12221,NULL,"Costa Ferreira",NULL,20972390,Travessa,S,"Tv Costa Ferreira"
355729,RJ,7043,12221,NULL,Palmeira,NULL,20972400,Rua,S,"R Palmeira"
357056,RJ,7043,12221,NULL,Provisória,NULL,20972410,Rua,S,"R Provisória"
363625,RJ,7043,12221,NULL,"Quinze de Agosto",NULL,20972420,Rua,S,"R Quinze de Agosto"
357246,RJ,7043,12221,NULL,"Quinze de Agosto",NULL,20972430,Travessa,S,"Tv Quinze de Agosto"
357245,RJ,7043,12221,NULL,"Quinze de Agosto",NULL,20972440,Praça,S,"Pç Quinze de Agosto"
770271,RJ,7043,12221,NULL,"São Geraldo",NULL,20972442,Beco,S,"Bc S Geraldo"
770275,RJ,7043,12221,NULL,"Nossa Senhora das Graças",NULL,20972445,Vila,S,"Vl N Sra das Graças"
770278,RJ,7043,12221,NULL,"Nossa Senhora das Graças",NULL,20972446,Travessa,S,"Tv N Sra das Graças"
770274,RJ,7043,12221,NULL,"Viúva Cláudio",NULL,20972448,Travessa,S,"Tv Vva Cláudio"
363634,RJ,7043,12221,NULL,Rio,NULL,20972450,Rua,S,"R Rio"
770279,RJ,7043,12221,NULL,"São João",NULL,20972452,Vila,S,"Vl S João"
770280,RJ,7043,12221,NULL,"São Jorge","(Comunidade do Jacarezinho)",20972454,Vila,S,"Vl S"
770281,RJ,7043,12221,NULL,Maciel,NULL,20972456,Vila,S,"Vl Maciel"
770282,RJ,7043,12221,NULL,"São José",NULL,20972458,Vila,S,"Vl S José"
358078,RJ,7043,12221,NULL,"Santa Filomena",NULL,20972460,Rua,S,"R Sta Filomena"
360933,RJ,7043,12221,NULL,"Vila Natal",NULL,20972470,Rua,S,"R Vila Natal"
770273,RJ,7043,12221,NULL,"Vila Natal",NULL,20972472,Beco,S,"Bc Vila Natal"
356989,RJ,7043,12221,NULL,Projetada,NULL,20972480,Rua,S,"R Projetada"
346898,RJ,7043,12221,NULL,"Conselheiro Paz",NULL,20972490,Praça,S,"Pç Cnso Paz"
346899,RJ,7043,12221,NULL,"Conselheiro Paz",NULL,20972500,Travessa,S,"Tv Cnso Paz"
346948,RJ,7043,12221,NULL,Coqueiros,NULL,20972510,Travessa,S,"Tv Coqueiros"
347383,RJ,7043,12221,NULL,Dalva,NULL,20972515,Beco,S,"Bc Dalva"
347384,RJ,7043,12221,NULL,Dalva,NULL,20972520,Rua,S,"R Dalva"
347827,RJ,7043,12221,NULL,"Dom Bosco",NULL,20972525,Rua,S,"R D Bosco"
354318,RJ,7043,12221,NULL,"dos Milagres",NULL,20972530,Beco,S,"Bc dos Milagres"
363536,RJ,7043,12221,NULL,"dos Mineiros",NULL,20972540,Travessa,S,"Tv dos Mineiros"
354343,RJ,7043,12221,NULL,"dos Mineiros",NULL,20972550,Beco,S,"Bc dos Mineiros"
358650,RJ,7043,12221,NULL,"São Manuel",NULL,20972570,Beco,S,"Bc S Manuel"
362153,RJ,7043,12221,NULL,"Vila Natal",NULL,20972580,Travessa,S,"Tv Vila Natal"
361232,RJ,7043,12221,NULL,"Viúva Cláudio","- até 285 - lado ímpar",20973001,Rua,S,"R Vva Cláudio"
361231,RJ,7043,12221,NULL,"Viúva Cláudio","- até 270 - lado par",20973002,Rua,S,"R Vva Cláudio"
770291,RJ,7043,12158,NULL,Lourival,"(Comunidade CHP2)",20973010,Rua,S,"R Lourival"
359759,RJ,7043,12158,NULL,"Dom Hélder Câmara","- de 759 a 1847 - lado ímpar",20973011,Avenida,S,"Av D Hélder Câmara"
359761,RJ,7043,12158,NULL,"Dom Hélder Câmara","- de 804 a 1814 - lado par",20973012,Avenida,S,"Av D Hélder Câmara"
693227,RJ,7043,12158,NULL,"Centro Comunitário Brasil Cabo Verde",NULL,20973013,Comunidade,S,"Com Centro Cmto B Cb Verde"
693228,RJ,7043,12158,NULL,CHP2,NULL,20973014,Comunidade,S,"Com CHP2"
770292,RJ,7043,12158,NULL,Maravilha,"(Comunidade CHP2)",20973015,Rua,S,"R Maravilha"
348597,RJ,7043,12221,NULL,"Engenheiro Gil Mota",NULL,20973020,Rua,S,"R Eng Gil Mota"
355367,RJ,7043,12221,NULL,Onfaléia,NULL,20973040,Rua,S,"R Onfaléia"
360951,RJ,7043,12221,NULL,"Vila União",NULL,20973045,Rua,S,"R Vila União"
347686,RJ,7043,12221,NULL,"Dilermando Reis",NULL,20973050,Rua,S,"R Dilermando Reis"
351830,RJ,7043,12221,NULL,"João Pinto",NULL,20973070,Rua,S,"R João Pinto"
351936,RJ,7043,12221,NULL,"Joaquim Silva",NULL,20973080,Rua,S,"R Joaquim Silva"
346814,RJ,7043,12221,NULL,Concórdia,NULL,20973090,Praça,S,"Pç Concórdia"
770286,RJ,7043,12221,NULL,Concórdia,NULL,20973092,Travessa,S,"Tv Concórdia"
343959,RJ,7043,12221,NULL,Areal,NULL,20973100,Rua,S,"R Areal"
770289,RJ,7043,12221,NULL,Areal,NULL,20973102,Travessa,S,"Tv Areal"
770290,RJ,7043,12221,NULL,Areal,NULL,20973104,Beco,S,"Bc Areal"
348806,RJ,7043,12221,NULL,"Espírito Santo",NULL,20973110,Rua,S,"R Espírito Santo"
348807,RJ,7043,12221,NULL,"Espírito Santo",NULL,20973120,Travessa,S,"Tv Espírito Santo"
349083,RJ,7043,12221,NULL,"da Felicidade",NULL,20973130,Travessa,S,"Tv da Felicidade"
352656,RJ,7043,12221,NULL,"Leão XIII",NULL,20973140,Travessa,S,"Tv Leão XIII"
353577,RJ,7043,12221,NULL,"Marcílio Dias",NULL,20973150,Rua,S,"R Marcílio Dias"
770287,RJ,7043,12221,NULL,"Marcilio Dias",NULL,20973152,Travessa,S,"Tv Marcilio Dias"
770288,RJ,7043,12221,NULL,"Marquês de Herval",NULL,20973159,Travessa,S,"Tv Mq de Herval"
353955,RJ,7043,12221,NULL,"Marquês de Herval",NULL,20973160,Rua,S,"R Mq de Herval"
354997,RJ,7043,12221,NULL,"Nossa Senhora das Graças",NULL,20973180,Rua,S,"R N Sra das Graças"
357788,RJ,7043,12221,NULL,Rosário,NULL,20973190,Rua,S,"R Rosário"
357787,RJ,7043,12221,NULL,Rosário,NULL,20973200,Beco,S,"Bc Rosário"
358107,RJ,7043,12221,NULL,"Santa Laura",NULL,20973220,Travessa,S,"Tv Sta Laura"
675773,RJ,7043,12221,NULL,"Santa Laura",NULL,20973225,Rua,S,"R Sta Laura"
358118,RJ,7043,12221,NULL,"Santa Luzia",NULL,20973240,Rua,S,"R Sta Luzia"
358571,RJ,7043,12221,NULL,"São José",NULL,20973250,Beco,S,"Bc S José"
358629,RJ,7043,12221,NULL,"São Luís",NULL,20973260,Rua,S,"R S Luís"
358876,RJ,7043,12221,NULL,"Sargento Davi",NULL,20973270,Rua,S,"R Srg Davi"
358875,RJ,7043,12221,NULL,"Sargento Davi",NULL,20973280,Beco,S,"Bc Srg Davi"
360904,RJ,7043,12221,NULL,"Vieira Fazenda",NULL,20973290,Rua,S,"R Vieira Fazenda"
770243,RJ,7043,12221,NULL,"Vila Jardim",NULL,20973292,Travessa,S,"Tv Vila Jardim"
361803,RJ,7043,12221,NULL,"Vieira Fazenda",NULL,20973300,Travessa,S,"Tv Vieira Fazenda"
360931,RJ,7043,12221,NULL,"Vila Jardim",NULL,20973310,Rua,S,"R Vila Jardim"
348068,RJ,7043,12279,12221,"Doutor Garnier",NULL,20975000,Rua,S,"R Dr Garnier"
353301,RJ,7043,12279,NULL,"Major Suckow",NULL,20975005,Rua,S,"R Maj Suckow"
345772,RJ,7043,12221,NULL,Canindé,NULL,20975010,Rua,S,"R Canindé"
360502,RJ,7043,12221,NULL,Ubajara,NULL,20975020,Praça,S,"Pç Ubajara"
350270,RJ,7043,12221,NULL,Gravataí,NULL,20975030,Rua,S,"R Gravataí"
362807,RJ,7043,12221,NULL,Viseu,NULL,20975040,Rua,S,"R Viseu"
357644,RJ,7043,12221,NULL,Riviera,NULL,20975050,Rua,S,"R Riviera"
345424,RJ,7043,12221,NULL,Cáceres,NULL,20975060,Rua,S,"R Cáceres"
351382,RJ,7043,12221,NULL,Jacaré,NULL,20975070,Travessa,S,"Tv Jacaré"
361767,RJ,7043,12221,NULL,Sarandi,NULL,20975080,Rua,S,"R Sarandi"
345175,RJ,7043,12221,NULL,"Bráulio Cordeiro",NULL,20975090,Rua,S,"R Bráulio Cordeiro"
354060,RJ,7043,12221,NULL,Matinore,NULL,20975100,Rua,S,"R Matinore"
346252,RJ,7043,12221,NULL,Catua,NULL,20975110,Praça,S,"Pç Catua"
354062,RJ,7043,12221,NULL,Matipó,NULL,20975120,Rua,S,"R Matipó"
349372,RJ,7043,12221,NULL,"Fonte Nova",NULL,20975130,Rua,S,"R Fonte Nova"
359892,RJ,7043,12221,NULL,Tapirape,NULL,20975140,Rua,S,"R Tapirape"
362561,RJ,7043,12221,NULL,Marimba,NULL,20975150,Praça,S,"Pç Marimba"
770296,RJ,7043,12221,NULL,"Roberto Moura Lima","(Comunidade Tancredo Neves)",20975152,Rua,S,"R Roberto M Lima"
770295,RJ,7043,12221,NULL,União,"(Comunidade Tancredo Neves)",20975154,Beco,S,"Bc União"
770294,RJ,7043,12221,NULL,"Nova República","(Comunidade Tancredo Neves)",20975156,Beco,S,"Bc Nova República"
770293,RJ,7043,12221,NULL,"do Lazer","(Comunidade Tancredo Neves)",20975158,Beco,S,"Bc do Lazer"
345581,RJ,7043,12221,NULL,Camboriú,NULL,20975160,Rua,S,"R Camboriú"
354034,RJ,7043,12221,NULL,Matapi,NULL,20975170,Rua,S,"R Matapi"
348545,RJ,7043,12221,NULL,"Engenheiro Alberto Haas",NULL,20975180,Rua,S,"R Eng Alberto Haas"
350957,RJ,7043,12221,NULL,Inabu,NULL,20975190,Rua,S,"R Inabu"
345229,RJ,7043,12221,NULL,"Bruno Seabra",NULL,20975200,Rua,S,"R Bruno Seabra"
349735,RJ,7043,12221,NULL,Garanhuns,NULL,20975210,Rua,S,"R Garanhuns"
360075,RJ,7043,12255,NULL,Tenerife,NULL,21010000,Rua,S,"R Tenerife"
351266,RJ,7043,12255,NULL,Itapuva,NULL,21010010,Rua,S,"R Itapuva"
351298,RJ,7043,12255,NULL,Itupui,NULL,21010020,Rua,S,"R Itupui"
351274,RJ,7043,12255,NULL,Itareru,NULL,21010030,Rua,S,"R Itareru"
351937,RJ,7043,12255,NULL,"Joaquim Silva",NULL,21010033,Rua,S,"R Joaquim Silva"
351075,RJ,7043,12255,NULL,Iracu,NULL,21010040,Rua,S,"R Iracu"
351078,RJ,7043,12255,NULL,Iramaia,NULL,21010050,Rua,S,"R Iramaia"
350872,RJ,7043,12255,NULL,Igacaba,NULL,21010060,Rua,S,"R Igacaba"
346156,RJ,7043,12255,NULL,Caruna,NULL,21010070,Rua,S,"R Caruna"
908210,RJ,7043,12255,NULL,Brasil,"- de 13701 a 14599 - lado ímpar",21010075,Avenida,S,"Av Brasil"
908211,RJ,7043,12255,NULL,Brasil,"- de 13002 a 14598 - lado par",21010076,Avenida,S,"Av Brasil"
342761,RJ,7043,12255,NULL,Aguapé,NULL,21010080,Rua,S,"R Aguapé"
343178,RJ,7043,12255,NULL,Altamisa,NULL,21010090,Rua,S,"R Altamisa"
353686,RJ,7043,12255,NULL,"Marechal Setembrino",NULL,21010100,Rua,S,"R Mal Setembrino"
354380,RJ,7043,12255,NULL,"Ministro Pinto da Luz",NULL,21010110,Rua,S,"R Min Pinto da Luz"
363502,RJ,7043,12183,NULL,"Maestro Amaro Barreto",NULL,21010120,Rua,S,"R Mto Amaro Barreto"
348586,RJ,7043,12183,NULL,"Engenheiro Ernani Mendes",NULL,21010130,Rua,S,"R Eng Ernani Mendes"
350735,RJ,7043,12183,NULL,"Horácio Cartier",NULL,21010140,Rua,S,"R Horácio Cartier"
353077,RJ,7043,12183,NULL,"Luísa Aranha",NULL,21010150,Rua,S,"R Luísa Aranha"
356900,RJ,7043,12183,NULL,"Professor Otelo Reis",NULL,21010160,Praça,S,"Pç Prf Otelo Reis"
346664,RJ,7043,12183,NULL,Clio,NULL,21010170,Rua,S,"R Clio"
346523,RJ,7043,12183,NULL,"Cinco Rios",NULL,21010180,Rua,S,"R Cinco Rios"
356988,RJ,7043,12255,NULL,Projetada,NULL,21010190,Rua,S,"R Projetada"
342753,RJ,7043,12183,NULL,"Água Doce",NULL,21010200,Rua,S,"R Água Doce"
345184,RJ,7043,12183,NULL,"Brejo Novo",NULL,21010210,Rua,S,"R Brejo Novo"
344688,RJ,7043,12183,NULL,"Barra do Turvo",NULL,21010220,Rua,S,"R Barra do Turvo"
342768,RJ,7043,12183,NULL,"Águas de São Pedro",NULL,21010230,Rua,S,"R Águas de S Pedro"
347798,RJ,7043,12183,NULL,"Dois Córregos",NULL,21010240,Rua,S,"R Dois Córregos"
348854,RJ,7043,12183,NULL,"Estrela D'Oeste",NULL,21010250,Rua,S,"R Estrela D'Oeste"
362654,RJ,7043,12183,NULL,"Poço Central",NULL,21010260,Rua,S,"R Poço Central"
361304,RJ,7043,12183,NULL,"Wilson dos Santos",NULL,21010270,Rua,S,"R Wilson dos Santos"
349637,RJ,7043,12183,NULL,Fundão,NULL,21010280,Rua,S,"R Fundão"
353513,RJ,7043,12183,NULL,"Mar Grande",NULL,21010290,Rua,S,"R Mar Grande"
359182,RJ,7043,12183,NULL,"Serra do Navio",NULL,21010300,Rua,S,"R Serra do Navio"
344528,RJ,7043,12183,NULL,"Banco de Vitória",NULL,21010310,Rua,S,"R Banco de Vitória"
356541,RJ,7043,12183,NULL,"Ponto Chique",NULL,21010315,Rua,S,"R Ponto Chique"
350446,RJ,7043,12255,NULL,Guimarães,NULL,21010320,Rua,S,"R Guimarães"
855762,RJ,7043,12255,NULL,"Cesário Alvim",NULL,21010322,Rua,S,"R Cesário Alvim"
938933,RJ,7043,12255,NULL,"Lyrio Maurício da Fonseca","- de 403/404 ao fim",21010325,Rua,S,"R Lyrio M da Fonseca"
938932,RJ,7043,12183,NULL,"Lyrio Maurício da Fonseca","- até 401/402",21010330,Rua,S,"R Lyrio M da Fonseca"
351795,RJ,7043,12311,NULL,"João Meiasete",NULL,21010340,Rua,S,"R João Meiasete"
355957,RJ,7043,12183,NULL,"Paulo Bregaro",NULL,21010345,Rua,S,"R Paulo Bregaro"
359722,RJ,7043,12183,NULL,"Sousa Carvalho",NULL,21010346,Rua,S,"R Sousa Carvalho"
356152,RJ,7043,12311,NULL,"Pedro Ernesto",NULL,21010360,Rua,S,"R Pedro Ernesto"
358342,RJ,7043,12255,NULL,"São Benedito",NULL,21010370,Rua,S,"R S Benedito"
855763,RJ,7043,12255,NULL,"Santo Antônio de Pádua","(Parque Jardim Beira Mar)",21010371,Rua,S,"R Sto Antônio de Pádua"
855761,RJ,7043,12255,NULL,Cardoso,NULL,21010372,Rua,S,"R Cardoso"
855985,RJ,7043,12255,NULL,"Sara Kubitschek","(Parque Jardim Beira Mar)",21010373,Rua,S,"R Sara Kubitschek"
855769,RJ,7043,12255,NULL,"São Bento","(Parque Jardim Beira Mar)",21010379,Travessa,S,"Tv S Bento"
358355,RJ,7043,12255,NULL,"São Bento",NULL,21010380,Rua,S,"R S Bento"
855767,RJ,7043,12255,NULL,"Santa Rita","(Parque Jardim Beira Mar)",21010381,Rua,S,"R Sta Rita"
855976,RJ,7043,12255,NULL,"Henrique Dias","(Parque Jardim Beira Mar)",21010382,Rua,S,"R Henrique Dias"
855770,RJ,7043,12255,NULL,"Henrique Dias","(Parque Jardim Beira Mar)",21010383,Travessa,S,"Tv Henrique Dias"
855768,RJ,7043,12255,NULL,"São Paulo","(Parque Jardim Beira Mar)",21010384,Rua,S,"R S Paulo"
855766,RJ,7043,12255,NULL,"Marechal Floriano","(Parque Jardim Beira Mar)",21010385,Rua,S,"R Mal Floriano"
855758,RJ,7043,12255,NULL,"Primeiro de Maio","(Parque Jardim Beira Mar)",21010386,Rua,S,"R Primeiro de Maio"
855765,RJ,7043,12255,NULL,"Machado de Assis","(Parque Jardim Beira Mar)",21010387,Rua,S,"R Machado de Assis"
855988,RJ,7043,12255,NULL,"Vinte e Um de Abril","(Parque Jardim Beira Mar)",21010389,Rua,S,"R Vinte e U de Abril"
356126,RJ,7043,12311,NULL,"Pedro Amaro",NULL,21010390,Rua,S,"R Pedro Amaro"
838642,RJ,7043,12311,NULL,Botafogo,NULL,21010393,Travessa,S,"Tv Botafogo"
360894,RJ,7043,12311,NULL,Vieira,NULL,21010395,Avenida,S,"Av Vieira"
363658,RJ,7043,12311,NULL,"Santo Antônio",NULL,21010400,Rua,S,"R Sto Antônio"
349463,RJ,7043,12183,NULL,"Francisco de Sousa e Melo",NULL,21010410,Rua,S,"R Francisco de S E Melo"
356592,RJ,7043,12183,NULL,"Porto Velho",NULL,21010420,Travessa,S,"Tv Porto Velho"
358764,RJ,7043,12160,NULL,"São Sebastião",NULL,21010430,Travessa,S,"Tv S Sebastião"
362730,RJ,7043,12255,NULL,"São Miguel",NULL,21010440,Rua,S,"R S Miguel"
855977,RJ,7043,12255,NULL,Um,"(Parque Jardim Beira Mar)",21010441,Rua,S,"R Um"
855852,RJ,7043,12255,NULL,Dois,"(Parque Jardim Beira Mar)",21010442,Rua,S,"R Dois"
855978,RJ,7043,12255,NULL,Três,"(Parque Jardim Beira Mar)",21010443,Rua,S,"R Três"
855962,RJ,7043,12255,NULL,Quatro,"(Parque Jardim Beira Mar)",21010444,Rua,S,"R Quatro"
855963,RJ,7043,12255,NULL,Cinco,"(Parque Jardim Beira Mar)",21010445,Rua,S,"R Cinco"
855964,RJ,7043,12255,NULL,Seis,"(Parque Jardim Beira Mar)",21010446,Rua,S,"R Seis"
855965,RJ,7043,12255,NULL,Sete,"(Parque Jardim Beira Mar)",21010447,Rua,S,"R Sete"
855966,RJ,7043,12255,NULL,Oito,"(Parque Jardim Beira Mar)",21010448,Rua,S,"R Oito"
855967,RJ,7043,12255,NULL,Nove,"(Parque Jardim Beira Mar)",21010449,Rua,S,"R Nove"
358674,RJ,7043,12255,NULL,"São Miguel",NULL,21010450,Travessa,S,"Tv S Miguel"
855968,RJ,7043,12255,NULL,Dez,"(Parque Jardim Beira Mar)",21010451,Rua,S,"R Dez"
855969,RJ,7043,12255,NULL,Onze,"(Parque Jardim Beira Mar)",21010452,Rua,S,"R Onze"
855979,RJ,7043,12255,NULL,Treze,"(Parque Jardim Beira Mar)",21010453,Rua,S,"R Treze"
358630,RJ,7043,12255,NULL,"São Luís",NULL,21010460,Rua,S,"R S Luís"
362728,RJ,7043,12183,NULL,"São Luís",NULL,21010470,Rua,S,"R S Luís"
358623,RJ,7043,12255,NULL,"São Lucas",NULL,21010480,Rua,S,"R S Lucas"
358538,RJ,7043,12255,NULL,"São Jorge",NULL,21010490,Rua,S,"R S Jorge"
358529,RJ,7043,12255,NULL,"São Joaquim",NULL,21010500,Rua,S,"R S Joaquim"
357846,RJ,7043,12255,NULL,"Rubro Negro",NULL,21010510,Travessa,S,"Tv Rubro Negro"
363095,RJ,7043,12255,NULL,"São João",NULL,21010520,Rua,S,"R S João"
363747,RJ,7043,12255,NULL,"Vinte de Janeiro",NULL,21010530,Rua,S,"R Vinte de Janeiro"
355482,RJ,7043,12255,NULL,Osório,NULL,21010540,Rua,S,"R Osório"
360935,RJ,7043,12311,NULL,"Vila Nova",NULL,21010550,Travessa,S,"Tv Vila Nova"
352722,RJ,7043,12311,NULL,Leopoldina,NULL,21010560,Rua,S,"R Leopoldina"
356675,RJ,7043,12311,NULL,"da Prefeitura",NULL,21010570,Rua,S,"R da Prefeitura"
352424,RJ,7043,12255,NULL,"Juraci Magalhães Júnior",NULL,21010580,Praça,S,"Pç Juraci M Júnior"
707474,RJ,7043,12255,NULL,"Doutor Azevedo",NULL,21010585,Rua,S,"R Dr Azevedo"
355404,RJ,7043,12255,NULL,"dos Operários",NULL,21010590,Rua,S,"R dos Operários"
362657,RJ,7043,12183,NULL,"Porto do Baião",NULL,21010600,Rua,S,"R Porto do Baião"
355396,RJ,7043,12311,NULL,"Onze Unidos",NULL,21010610,Rua,S,"R Onze Unidos"
354996,RJ,7043,12183,NULL,"Nossa Senhora das Graças",NULL,21010620,Rua,S,"R N Sra das Graças"
354959,RJ,7043,12255,NULL,"Nossa Senhora Aparecida",NULL,21010630,Rua,S,"R N Sra Aparecida"
347856,RJ,7043,12183,NULL,"Dom Justino",NULL,21010640,Praça,S,"Pç D Justino"
356601,RJ,7043,12311,NULL,Portugal,NULL,21010650,Rua,S,"R Portugal"
348893,RJ,7043,12255,NULL,"Euclides Rabelo",NULL,21010660,Rua,S,"R Euclides Rabelo"
352941,RJ,7043,12255,NULL,"de Lucas",NULL,21010665,Estrada,S,"Est de Lucas"
357249,RJ,7043,12255,NULL,"Quinze de Novembro",NULL,21010666,Rua,S,"R Quinze de Novembro"
358177,RJ,7043,12255,NULL,"Santa Rosa",NULL,21010667,Rua,S,"R Sta Rosa"
354445,RJ,7043,12183,12255,"das Missões",NULL,21010670,Avenida,S,"Av das Missões"
363053,RJ,7043,12255,NULL,"Parque Primavera",NULL,21010675,Rua,S,"R Parque Primavera"
343338,RJ,7043,12255,NULL,"da América",NULL,21010680,Rua,S,"R da América"
343725,RJ,7043,12311,NULL,"Antônio Mendes",NULL,21010690,Rua,S,"R Antônio Mendes"
363180,RJ,7043,12311,NULL,"Antônio Tenório",NULL,21010700,Rua,S,"R Antônio Tenório"
344106,RJ,7043,12255,NULL,"Arsenal de Marinha",NULL,21010710,Rua,S,"R Arsenal de Marinha"
855841,RJ,7043,12255,NULL,"Bento Ribeiro","(Parque Jardim Beira Mar)",21010711,Rua,S,"R Bento Ribeiro"
855980,RJ,7043,12255,NULL,"Tancredo Neves",NULL,21010712,Rua,S,"R Tancredo Neves"
855764,RJ,7043,12255,NULL,"Nossa Senhora da Aparecida","(Parque Jardim Beira Mar)",21010713,Rua,S,"R N Sra da Aparecida"
855990,RJ,7043,12255,NULL,União,"(Parque Jardim Beira Mar)",21010714,Travessa,S,"Tv União"
855973,RJ,7043,12255,NULL,"Dona Cota I","(Parque Jardim Beira Mar)",21010715,Rua,S,"R Da Cota I"
855974,RJ,7043,12255,NULL,"Dona Cota II","(Parque Jardim Beira Mar)",21010716,Rua,S,"R Da Cota II"
855975,RJ,7043,12255,NULL,"Cota III","(Parque Jardim Beira Mar)",21010717,Rua,S,"R Cota III"
855759,RJ,7043,12255,NULL,"Alberto Belo",NULL,21010718,Rua,S,"R Alberto Belo"
855950,RJ,7043,12255,NULL,"São José","(Parque Jardim Beira Mar)",21010719,Rua,S,"R S José"
347486,RJ,7043,12255,NULL,Democracia,NULL,21010720,Rua,S,"R Democracia"
855840,RJ,7043,12255,NULL,"da Paz","(Parque Jardim Beira Mar)",21010721,Rua,S,"R da Paz"
855982,RJ,7043,12255,NULL,Benício,NULL,21010722,Rua,S,"R Benício"
855981,RJ,7043,12255,NULL,"Edgard de Carvalho",NULL,21010723,Rua,S,"R Edgard de Carvalho"
855566,RJ,7043,12255,NULL,"Geraldo Ramos","(Parque Jardim Beira Mar)",21010724,Rua,S,"R Geraldo Ramos"
855602,RJ,7043,12255,NULL,"Francisco Alves",NULL,21010725,Rua,S,"R Francisco Alves"
855603,RJ,7043,12255,NULL,"Presidente Médici","(Parque Jardim Beira Mar)",21010726,Rua,S,"R Pres Médici"
855611,RJ,7043,12255,NULL,"São João Batista","(Parque Jardim Beira Mar)",21010727,Praça,S,"Pç S João Batista"
855601,RJ,7043,12255,NULL,"Juscelino Kubitschek","(Parque Jardim Beira Mar)",21010728,Rua,S,"R Juscelino Kubitschek"
855948,RJ,7043,12255,NULL,"Nossa Senhora da Conceição","(Parque Jardim Beira Mar)",21010729,Rua,S,"R N Sra da Conceição"
347492,RJ,7043,12255,NULL,"dos Democráticos",NULL,21010730,Rua,S,"R dos Democráticos"
855565,RJ,7043,12255,NULL,"Dom Manuel","(Parque Jardim Beira Mar)",21010732,Rua,S,"R D Manuel"
855951,RJ,7043,12255,NULL,"São Pedro","(Parque Jardim Beira Mar)",21010733,Rua,S,"R S Pedro"
855952,RJ,7043,12255,NULL,"Santa Teresinha","(Parque Jardim Beira Mar)",21010734,Rua,S,"R Sta Teresinha"
855612,RJ,7043,12255,NULL,"Leda Santana","(Parque Jardim Beira Mar)",21010735,Rua,S,"R Leda Santana"
855613,RJ,7043,12255,NULL,Lindaci,NULL,21010736,Rua,S,"R Lindaci"
855838,RJ,7043,12255,NULL,A,"(Parque Jardim Beira Mar)",21010737,Rua,S,"R A"
855839,RJ,7043,12255,NULL,B,"(Parque Jardim Beira Mar)",21010738,Rua,S,"R B"
855842,RJ,7043,12255,NULL,Cordeiro,NULL,21010739,Rua,S,"R Cordeiro"
347841,RJ,7043,12255,NULL,"Dom Helder Câmara",NULL,21010740,Rua,S,"R D Helder Câmara"
855991,RJ,7043,12255,NULL,Cordeiro,NULL,21010741,Travessa,S,"Tv Cordeiro"
