LOG_NU,UFE_SG,LOC_NU,BAI_NU_INI,BAI_NU_FIM,LOG_NO,LOG_COMPLEMENTO,CEP,TLO_TX,LOG_STA_TLO,LOG_NO_ABREV
363682,RJ,7043,12241,NULL,Sebastiana,NULL,20943530,Travessa,S,"Tv Sebastiana"
360607,RJ,7043,12241,NULL,"da União",NULL,20943550,Rua,S,"R da União"
360595,RJ,7043,12241,NULL,União,NULL,20943560,Travessa,S,"Tv União"
360804,RJ,7043,12241,NULL,Verão,NULL,20943570,Travessa,S,"Tv Verão"
360846,RJ,7043,12241,NULL,Vicente,NULL,20943580,Travessa,S,"Tv Vicente"
353681,RJ,7043,12289,NULL,"Marechal Rondon","- até 709 - lado ímpar",20950003,Avenida,S,"Av Mal Rondon"
353680,RJ,7043,12289,NULL,"Marechal Rondon","- até 704 - lado par",20950004,Avenida,S,"Av Mal Rondon"
353682,RJ,7043,12279,NULL,"Marechal Rondon","- de 711 a 1415 - lado ímpar",20950005,Avenida,S,"Av Mal Rondon"
353683,RJ,7043,12279,NULL,"Marechal Rondon","- de 706 a 1422 - lado par",20950006,Avenida,S,"Av Mal Rondon"
362127,RJ,7043,12289,NULL,"Sousa Dantas",NULL,20950010,Rua,S,"R Sousa Dantas"
357978,RJ,7043,12289,NULL,"Samuel Guimarães",NULL,20950020,Rua,S,"R Samuel Guimarães"
354815,RJ,7043,12289,NULL,Nazario,NULL,20950030,Rua,S,"R Nazario"
359756,RJ,7043,12289,NULL,"Subtenente Manoel Henrique Rabelo",NULL,20950040,Largo,S,"Lrg Subten Manoel H Rabelo"
349239,RJ,7043,12274,NULL,"Filgueiras Lima",NULL,20950050,Rua,S,"R Filgueiras Lima"
343786,RJ,7043,12282,NULL,"Antunes Garcia",NULL,20950060,Rua,S,"R Antunes Garcia"
343260,RJ,7043,12282,NULL,"Alzira Valdetaro",NULL,20950070,Rua,S,"R Alzira Valdetaro"
353684,RJ,7043,12282,NULL,"Marechal Rondon","- de 1971 a 2521 - lado ímpar",20950071,Avenida,S,"Av Mal Rondon"
669513,RJ,7043,12282,NULL,"Marechal Rondon","- de 1988 a 2502 - lado par",20950072,Avenida,S,"Av Mal Rondon"
362837,RJ,7043,12282,NULL,Angola,NULL,20950080,Rua,S,"R Angola"
895322,RJ,7043,12279,NULL,"Vinte e Quatro de Maio","- até 299/300",20950085,Rua,S,"R Vinte E Q de Maio"
363129,RJ,7043,12274,NULL,"Vinte e Quatro de Maio","- de 301/302 a 519/520",20950090,Rua,S,"R Vinte E Q de Maio"
363130,RJ,7043,12282,NULL,"Vinte e Quatro de Maio","- de 521/522 a 739/740",20950091,Rua,S,"R Vinte E Q de Maio"
895323,RJ,7043,12197,NULL,"Vinte e Quatro de Maio","- de 741/742 a 993/994",20950092,Rua,S,"R Vinte E Q de Maio"
362114,RJ,7043,12279,NULL,"Senador Jaguaribe",NULL,20950100,Rua,S,"R Sen Jaguaribe"
349962,RJ,7043,12279,NULL,"General Rodrigues",NULL,20950110,Rua,S,"R Gen Rodrigues"
363407,RJ,7043,12279,NULL,"Henrique Dias",NULL,20950120,Rua,S,"R Henrique Dias"
358514,RJ,7043,12279,NULL,"São João",NULL,20950130,Rua,S,"R S João"
349606,RJ,7043,12279,NULL,"Frei Pinto",NULL,20950140,Rua,S,"R Fr Pinto"
343056,RJ,7043,12274,NULL,"Alice Figueiredo",NULL,20950150,Rua,S,"R Alice Figueiredo"
343057,RJ,7043,12274,NULL,"Alice Figueiredo",NULL,20950160,Travessa,S,"Tv Alice Figueiredo"
357356,RJ,7043,12274,NULL,Ratclif,NULL,20950170,Rua,S,"R Ratclif"
349903,RJ,7043,12274,NULL,"General Labatut",NULL,20950180,Rua,S,"R Gen Labatut"
347742,RJ,7043,12274,NULL,"Djalma Petit",NULL,20950190,Rua,S,"R Djalma Petit"
353622,RJ,7043,12274,NULL,"Marechal Bittencourt",NULL,20950200,Rua,S,"R Mal Bittencourt"
669511,RJ,7043,12274,NULL,"Marechal Rondon","- de 1417 a 1969 - lado ímpar",20950201,Avenida,S,"Av Mal Rondon"
669512,RJ,7043,12274,NULL,"Marechal Rondon","- de 1424 a 1986 - lado par",20950202,Avenida,S,"Av Mal Rondon"
346353,RJ,7043,12274,NULL,"Cerqueira Lima",NULL,20950210,Travessa,S,"Tv Cerqueira Lima"
360696,RJ,7043,12282,NULL,"Valentim da Fonseca",NULL,20950220,Rua,S,"R Valentim da Fonseca"
361201,RJ,7043,12274,NULL,"Vítor Meireles",NULL,20950230,Rua,S,"R Vítor Meireles"
355711,RJ,7043,12282,NULL,"Paes de Andrade",NULL,20950240,Rua,S,"R Paes de Andrade"
343678,RJ,7043,12282,NULL,"Antônio de Pádua",NULL,20950250,Rua,S,"R Antônio de Pádua"
361765,RJ,7043,12282,NULL,"São Paulo",NULL,20950260,Rua,S,"R S Paulo"
353781,RJ,7043,12282,NULL,"Maria Justina",NULL,20950270,Travessa,S,"Tv Maria Justina"
353063,RJ,7043,12282,NULL,"Luís Soares",NULL,20950280,Travessa,S,"Tv Luís Soares"
347079,RJ,7043,12282,NULL,"Coronel Soares",NULL,20950290,Travessa,S,"Tv Cel Soares"
353484,RJ,7043,12197,NULL,"Manuel Miranda",NULL,20950300,Rua,S,"R Manuel Miranda"
359735,RJ,7043,12197,NULL,"Souto Carvalho",NULL,20950310,Rua,S,"R Souto Carvalho"
669514,RJ,7043,12197,NULL,"Marechal Rondon","- de 2523 ao fim - lado ímpar",20950311,Avenida,S,"Av Mal Rondon"
669515,RJ,7043,12197,NULL,"Marechal Rondon","- de 2504 ao fim - lado par",20950312,Avenida,S,"Av Mal Rondon"
344801,RJ,7043,12197,NULL,"da Bela Vista",NULL,20950320,Rua,S,"R da Bela Vista"
350989,RJ,7043,12197,NULL,"dos Infantes",NULL,20950325,Avenida,S,"Av dos Infantes"
350279,RJ,7043,12197,NULL,"Gregório Neves",NULL,20950330,Rua,S,"R Gregório Neves"
361151,RJ,7043,12197,NULL,"Visconde de Santa Cruz",NULL,20950340,Rua,S,"R Vsc de Sta Cruz"
363338,RJ,7043,12279,NULL,"Elinto Pires",NULL,20950350,Rua,S,"R Elinto Pires"
352355,RJ,7043,12197,NULL,"Juiz Jorge Salomão",NULL,20950360,Rua,S,"R Jz Jorge Salomão"
363287,RJ,7043,12197,NULL,"Conselheiro Jobim",NULL,20950370,Rua,S,"R Cnso Jobim"
351940,RJ,7043,12197,NULL,"Joaquim Távora",NULL,20950380,Rua,S,"R Joaquim Távora"
343218,RJ,7043,12197,NULL,Álvaro,NULL,20950390,Rua,S,"R Álvaro"
343750,RJ,7043,12197,NULL,"Antônio Portela",NULL,20950400,Rua,S,"R Antônio Portela"
348374,RJ,7043,12197,NULL,"Eduardo Raboeira",NULL,20950410,Rua,S,"R Eduardo Raboeira"
354048,RJ,7043,12197,NULL,"Matias Aires",NULL,20950420,Rua,S,"R Matias Aires"
343400,RJ,7043,12197,NULL,"do Amor",NULL,20950430,Rua,S,"R do Amor"
345492,RJ,7043,12197,NULL,"Caixa D'Agua",NULL,20950440,Rua,S,"R Caixa D'Agua"
348776,RJ,7043,12197,NULL,Esperança,NULL,20950450,Rua,S,"R Esperança"
770244,RJ,7043,12197,NULL,A,"(Mro S João)",20950476,Rua,S,"R A"
770245,RJ,7043,12197,NULL,B,"(Mro. São  João)",20950478,Rua,S,"R B"
345275,RJ,7043,12197,NULL,C,"(Mro. São João)",20950480,Rua,S,"R C"
770246,RJ,7043,12197,NULL,D,"(Mro. São João)",20950482,Rua,S,"R D"
348259,RJ,7043,12197,NULL,E,"(Mro. São João)",20950490,Rua,S,"R E"
348985,RJ,7043,12197,NULL,F,"(Mro. São João)",20950500,Rua,S,"R F"
349651,RJ,7043,12197,NULL,G,"(Mro. São João)",20950510,Rua,S,"R G"
363442,RJ,7043,12197,NULL,J,"(Mro. São João)",20950520,Rua,S,"R J"
352484,RJ,7043,12197,NULL,K,"(Mro. São João)",20950530,Rua,S,"R K"
343444,RJ,7043,12289,NULL,"Ana Neri","- de 600 a 856 - lado par",20960003,Rua,S,"R Ana Neri"
343445,RJ,7043,12289,NULL,"Ana Neri","- de 615 a 869 - lado ímpar",20960004,Rua,S,"R Ana Neri"
343446,RJ,7043,12279,NULL,"Ana Neri","- de 858 a 1842 - lado par",20960005,Rua,S,"R Ana Neri"
343447,RJ,7043,12279,NULL,"Ana Neri","- de 871 a 1843 - lado ímpar",20960006,Rua,S,"R Ana Neri"
343448,RJ,7043,12282,NULL,"Ana Neri","- de 2213 ao fim - lado ímpar",20960007,Rua,S,"R Ana Neri"
343449,RJ,7043,12282,NULL,"Ana Neri","- de 2212 ao fim - lado par",20960008,Rua,S,"R Ana Neri"
351846,RJ,7043,12289,NULL,"João Rodrigues",NULL,20960010,Rua,S,"R João Rodrigues"
352778,RJ,7043,12289,NULL,"Licínio Cardoso",NULL,20960015,Rua,S,"R Licínio Cardoso"
354367,RJ,7043,12289,NULL,"Ministro Gama Filho",NULL,20960020,Alameda,S,"Al Min Gama Filho"
358329,RJ,7043,12289,12241,"Santos Melo",NULL,20960030,Rua,S,"R Stos Melo"
362202,RJ,7043,12279,NULL,"Ana Guimarães",NULL,20960040,Rua,S,"R Ana Guimarães"
344912,RJ,7043,12279,NULL,Bergamo,NULL,20960045,Rua,S,"R Bergamo"
343208,RJ,7043,12279,NULL,"Aluísio Azevedo",NULL,20960050,Rua,S,"R Aluísio Azevedo"
361787,RJ,7043,12279,NULL,"Tavares Ferreira",NULL,20960060,Rua,S,"R Tavares Ferreira"
356895,RJ,7043,12279,NULL,"Professor Oliveira de Menezes",NULL,20960070,Rua,S,"R Prf Oliveira de Menezes"
344652,RJ,7043,12274,NULL,"Barbosa da Silva",NULL,20960080,Rua,S,"R Barbosa da Silva"
679289,RJ,7043,12274,NULL,"Ana Neri","- de 1844 a 2210 - lado par",20960081,Rua,S,"R Ana Neri"
679290,RJ,7043,12274,NULL,"Ana Neri","- de 1845 a 2211 - lado ímpar",20960082,Rua,S,"R Ana Neri"
362698,RJ,7043,12279,NULL,"do Rocha",NULL,20960090,Rua,S,"R do Rocha"
347163,RJ,7043,12279,NULL,Cotia,NULL,20960100,Rua,S,"R Cotia"
346843,RJ,7043,12279,NULL,"Conde de Porto Alegre",NULL,20960110,Rua,S,"R Cd de Porto Alegre"
345897,RJ,7043,12279,NULL,Capitulino,NULL,20960120,Rua,S,"R Capitulino"
343102,RJ,7043,12279,NULL,"Almirante Ari Parreiras",NULL,20960130,Rua,S,"R Alm Ari Parreiras"
346893,RJ,7043,12221,NULL,"Conselheiro Mayrink",NULL,20960140,Rua,S,"R Cnso Mayrink"
349265,RJ,7043,12274,NULL,Flack,NULL,20960150,Rua,S,"R Flack"
344529,RJ,7043,12274,NULL,"Bandeira de Gouveia",NULL,20960160,Rua,S,"R Bandeira de Gouveia"
362945,RJ,7043,12279,NULL,"General Belford",NULL,20961000,Rua,S,"R Gen Belford"
360916,RJ,7043,12197,NULL,"Vigilante Serafim",NULL,20961003,Rua,S,"R Vgte Serafim"
361241,RJ,7043,12197,NULL,"Viúva Ortigão",NULL,20961005,Rua,S,"R Vva Ortigão"
352171,RJ,7043,12274,NULL,"José Félix",NULL,20961010,Rua,S,"R José Félix"
353227,RJ,7043,12274,NULL,"Magalhães Castro",NULL,20961020,Rua,S,"R Magalhães Castro"
356288,RJ,7043,12274,NULL,Perseverança,NULL,20961030,Rua,S,"R Perseverança"
348111,RJ,7043,12274,12282,"Doutor Manuel Cotrim",NULL,20961040,Rua,S,"R Dr Manuel Cotrim"
345448,RJ,7043,12282,12197,"Cadete Polônia",NULL,20961050,Rua,S,"R Cad Polônia"
349437,RJ,7043,12274,NULL,"Francisco Bernardino",NULL,20961060,Rua,S,"R Francisco Bernardino"
346610,RJ,7043,12274,NULL,"Clara de Barros",NULL,20961070,Rua,S,"R Clara de Barros"
348757,RJ,7043,12274,12282,"Esmeraldino Bandeira",NULL,20961080,Rua,S,"R Esmeraldino Bandeira"
360899,RJ,7043,12282,NULL,"Vieira da Silva",NULL,20961090,Rua,S,"R Vieira da Silva"
348654,RJ,7043,12282,12197,"do Engenho Novo",NULL,20961100,Rua,S,"R do Engenho Novo"
354512,RJ,7043,12197,NULL,"Monsenhor Amorim",NULL,20961110,Rua,S,"R Mns Amorim"
350927,RJ,7043,12197,NULL,"Imaculada Conceição",NULL,20961120,Praça,S,"Pç Imac Conceição"
347041,RJ,7043,12197,NULL,"Coronel Genserico de Vasconcelos",NULL,20961130,Rua,S,"R Cel Genserico de Vasconcelos"
359376,RJ,7043,12197,NULL,"Silva Freire",NULL,20961140,Rua,S,"R Silva Freire"
359720,RJ,7043,12197,NULL,"Sousa Barros",NULL,20961150,Rua,S,"R Sousa Barros"
347805,RJ,7043,12282,12197,"Dois de Maio",NULL,20961160,Rua,S,"R Dois de Maio"
351383,RJ,7043,12221,NULL,"do Jacaré",NULL,20961170,Largo,S,"Lrg do Jacaré"
354120,RJ,7043,12197,NULL,"Maximiniano de Figueiredo",NULL,20961180,Rua,S,"R Maximiniano de Figueiredo"
344673,RJ,7043,12197,NULL,"Baronesa do Engenho Novo",NULL,20961210,Rua,S,"R Bra do Engenho Novo"
345142,RJ,7043,12197,NULL,"Brandelina Batalha",NULL,20961220,Rua,S,"R Brandelina Batalha"
344935,RJ,7043,12197,NULL,"Bernardo Nunes",NULL,20961230,Rua,S,"R Bernardo Nunes"
352297,RJ,7043,12197,NULL,"José Veiga",NULL,20961240,Rua,S,"R José Veiga"
360757,RJ,7043,12197,NULL,"Veiga Bastos",NULL,20961250,Praça,S,"Pç Veiga Bastos"
358322,RJ,7043,12197,NULL,"Santos Cruz",NULL,20961260,Rua,S,"R Stos Cruz"
343241,RJ,7043,12197,NULL,"Álvaro Seixas",NULL,20961270,Rua,S,"R Álvaro Seixas"
356039,RJ,7043,12197,NULL,"Paz de Siqueira",NULL,20961280,Rua,S,"R Paz de Siqueira"
342953,RJ,7043,12197,NULL,"da Alegria",NULL,20961290,Rua,S,"R da Alegria"
343386,RJ,7043,12221,NULL,"da Amizade",NULL,20961300,Rua,S,"R da Amizade"
343506,RJ,7043,12197,NULL,André,NULL,20961310,Vila,S,"Vl André"
770247,RJ,7043,12197,NULL,Fagundes,NULL,20961311,Praça,S,"Pç Fagundes"
770248,RJ,7043,12197,NULL,"Noel Rosa",NULL,20961312,Rua,S,"R Noel Rosa"
343932,RJ,7043,12197,NULL,Araújo,NULL,20961320,Vila,S,"Vl Araújo"
344479,RJ,7043,12197,NULL,Bahia,NULL,20961330,Rua,S,"R Bahia"
344777,RJ,7043,12197,NULL,Beira-Rio,NULL,20961340,Rua,S,"R Beira-Rio"
344976,RJ,7043,12221,NULL,"da Bica",NULL,20961350,Rua,S,"R da Bica"
344992,RJ,7043,12197,NULL,"do Bispo",NULL,20961360,Rua,S,"R do Bispo"
345715,RJ,7043,12221,NULL,"do Canal",NULL,20961370,Rua,S,"R do Canal"
346277,RJ,7043,12197,NULL,Ceará,NULL,20961380,Rua,S,"R Ceará"
363267,RJ,7043,12221,NULL,Ceará,NULL,20961390,Rua,S,"R Ceará"
346336,RJ,7043,12221,NULL,Central,NULL,20961400,Rua,S,"R Central"
346391,RJ,7043,12197,NULL,"Céu Azul",NULL,20961410,Praça,S,"Pç Céu Azul"
363271,RJ,7043,12197,NULL,"do Céu",NULL,20961420,Vila,S,"Vl do Céu"
347654,RJ,7043,12221,NULL,"Dezoito de Janeiro",NULL,20961430,Rua,S,"R Dezoito de Janeiro"
348796,RJ,7043,12221,NULL,"da Esperança",NULL,20961440,Rua,S,"R da Esperança"
349636,RJ,7043,12221,NULL,"dos Fundadores",NULL,20961450,Rua,S,"R dos Fundadores"
350414,RJ,7043,12197,NULL,Gugu,NULL,20961460,Vila,S,"Vl Gugu"
351470,RJ,7043,12197,NULL,Jair,NULL,20961470,Vila,S,"Vl Jair"
352763,RJ,7043,12221,NULL,"da Liberdade",NULL,20961480,Rua,S,"R da Liberdade"
361667,RJ,7043,12221,NULL,"da Mangueira",NULL,20961490,Largo,S,"Lrg da Mangueira"
354806,RJ,7043,12197,NULL,Nazaré,NULL,20961500,Vila,S,"Vl Nazaré"
355061,RJ,7043,12221,NULL,Nova,NULL,20961510,Rua,S,"R Nova"
355774,RJ,7043,12197,NULL,Pará,NULL,20961520,Rua,S,"R Pará"
363056,RJ,7043,12197,NULL,"da Paz",NULL,20961530,Rua,S,"R da Paz"
356052,RJ,7043,12221,NULL,"da Paz",NULL,20961540,Travessa,S,"Tv da Paz"
356728,RJ,7043,12197,NULL,"Primeiro de Julho",NULL,20961550,Rua,S,"R Primeiro de Julho"
356757,RJ,7043,12221,NULL,Principal,NULL,20961560,Rua,S,"R Principal"
358164,RJ,7043,12197,NULL,"Santa Rita",NULL,20961580,Vila,S,"Vl Sta Rita"
363657,RJ,7043,12221,NULL,"Santo Amaro",NULL,20961590,Rua,S,"R Sto Amaro"
358230,RJ,7043,12221,NULL,"Santo André",NULL,20961600,Travessa,S,"Tv Sto André"
358556,RJ,7043,12197,NULL,"São Jorge",NULL,20961610,Rua,S,"R S Jorge"
358588,RJ,7043,12197,NULL,"São José",NULL,20961620,Rua,S,"R S José"
358700,RJ,7043,12197,NULL,"São Paulo",NULL,20961630,Rua,S,"R S Paulo"
358701,RJ,7043,12197,NULL,"São Paulo",NULL,20961640,Vila,S,"Vl S Paulo"
358720,RJ,7043,12197,NULL,"São Pedro",NULL,20961650,Vila,S,"Vl S Pedro"
358721,RJ,7043,12221,NULL,"São Pedro",NULL,20961660,Rua,S,"R S Pedro"
360226,RJ,7043,12197,NULL,Tomaz,NULL,20961670,Rua,S,"R Tomaz"
360279,RJ,7043,12197,NULL,"da Paz",NULL,20961680,Travessa,S,"Tv da Paz"
362141,RJ,7043,12197,NULL,"do Bispo",NULL,20961690,Travessa,S,"Tv do Bispo"
360833,RJ,7043,12221,NULL,"do Viaduto",NULL,20961700,Rua,S,"R do Viaduto"
361828,RJ,7043,12221,NULL,"Alberto Monteiro Filho",NULL,20970000,Praça,S,"Pç Alberto M Filho"
352839,RJ,7043,12221,NULL,"Lino Teixeira","- lado ímpar",20970001,Rua,S,"R Lino Teixeira"
343124,RJ,7043,12221,NULL,"Almirante Genésio",NULL,20970005,Rua,S,"R Alm Genésio"
343309,RJ,7043,12221,NULL,"Amaro Rangel",NULL,20970006,Rua,S,"R Amaro Rangel"
352840,RJ,7043,12221,NULL,"Lino Teixeira","- lado par",20970007,Rua,S,"R Lino Teixeira"
350829,RJ,7043,12221,NULL,Ibira,NULL,20970010,Rua,S,"R Ibira"
351446,RJ,7043,12221,NULL,Jaguari,NULL,20970020,Rua,S,"R Jaguari"
361233,RJ,7043,12221,NULL,"Viúva Cláudio","- de 287 ao fim - lado ímpar",20970031,Rua,S,"R Vva Cláudio"
361234,RJ,7043,12221,NULL,"Viúva Cláudio","- de 272 ao fim - lado par",20970032,Rua,S,"R Vva Cláudio"
358511,RJ,7043,12221,NULL,"São João",NULL,20970033,Rua,S,"R S João"
770268,RJ,7043,12221,NULL,"São Paulo",NULL,20970035,Rua,S,"R S Paulo"
770258,RJ,7043,12221,NULL,"São Pedro","(Comunidade do Jacarezinho)",20970037,Rua,S,"R S"
770257,RJ,7043,12221,NULL,"São Pedro",NULL,20970039,Travessa,S,"Tv S Pedro"
352224,RJ,7043,12221,NULL,"José Maria Belo",NULL,20970040,Rua,S,"R José M Belo"
362062,RJ,7043,12221,NULL,"Particular Trinta e Cinco",NULL,20970060,Rua,S,"R Particular T E Cinco"
770249,RJ,7043,12221,NULL,"São Jorge",NULL,20970068,Vila,S,"Vl S Jorge"
359390,RJ,7043,12221,NULL,"Silva Rego",NULL,20970070,Rua,S,"R Silva Rego"
346003,RJ,7043,12274,NULL,"Carlos Costa",NULL,20970090,Rua,S,"R Carlos Costa"
347829,RJ,7043,12274,NULL,"Dom Bosco",NULL,20970110,Rua,S,"R D Bosco"
353074,RJ,7043,12274,NULL,"Luís Zancheta",NULL,20970120,Rua,S,"R Luís Zancheta"
355705,RJ,7043,12282,NULL,"Paim Pamplona",NULL,20970140,Rua,S,"R Paim Pamplona"
348765,RJ,7043,12221,NULL,Esperança,NULL,20970150,Rua,S,"R Esperança"
770250,RJ,7043,12221,NULL,"Jânio Quadros",NULL,20970152,Vila,S,"Vl Jânio Quadros"
348766,RJ,7043,12221,NULL,Esperança,NULL,20970160,Travessa,S,"Tv Esperança"
770253,RJ,7043,12221,NULL,Esperança,NULL,20970162,Beco,S,"Bc Esperança"
770252,RJ,7043,12221,NULL,Esperança,NULL,20970164,Vila,S,"Vl Esperança"
347262,RJ,7043,12221,NULL,"do Cruzeiro",NULL,20970170,Largo,S,"Lrg do Cruzeiro"
345062,RJ,7043,12221,NULL,"Bom Jesus",NULL,20970180,Rua,S,"R Bom Jesus"
770251,RJ,7043,12221,NULL,"do Comércio",NULL,20970182,Vila,S,"Vl do Comércio"
770264,RJ,7043,12221,NULL,"Passa Um",NULL,20970184,Beco,S,"Bc Passa Um"
346784,RJ,7043,12221,NULL,Comércio,NULL,20970190,Travessa,S,"Tv Comércio"
362329,RJ,7043,12221,NULL,Coqueiros,NULL,20970200,Rua,S,"R Coqueiros"
347846,RJ,7043,12221,NULL,"Dom Jaime Câmara",NULL,20970210,Rua,S,"R D Jaime Câmara"
770269,RJ,7043,12221,NULL,Goiás,NULL,20970212,Rua,S,"R Goiás"
770267,RJ,7043,12221,NULL,Goiás,NULL,20970214,Travessa,S,"Tv Goiás"
770263,RJ,7043,12221,NULL,"Nossa Senhora da Conceição",NULL,20970216,Travessa,S,"Tv N Sra da Conceição"
348098,RJ,7043,12221,NULL,"Doutor Leal",NULL,20970220,Rua,S,"R Dr Leal"
770262,RJ,7043,12221,NULL,"dos Anjos",NULL,20970222,Beco,S,"Bc dos Anjos"
348099,RJ,7043,12221,NULL,"Doutor Leal",NULL,20970230,Travessa,S,"Tv Dr Leal"
350076,RJ,7043,12221,NULL,"Getúlio Vargas",NULL,20970240,Rua,S,"R Getúlio Vargas"
770254,RJ,7043,12221,NULL,"Getúlio Vargas",NULL,20970242,Vila,S,"Vl Getúlio Vargas"
350077,RJ,7043,12221,NULL,"Getúlio Vargas",NULL,20970250,Travessa,S,"Tv Getúlio Vargas"
350151,RJ,7043,12221,NULL,Glória,NULL,20970260,Rua,S,"R Glória"
350152,RJ,7043,12221,NULL,Glória,NULL,20970270,Travessa,S,"Tv Glória"
350175,RJ,7043,12221,NULL,Goiás,NULL,20970280,Beco,S,"Bc Goiás"
770261,RJ,7043,12221,NULL,Isa,NULL,20970288,Beco,S,"Bc Isa"
351126,RJ,7043,12221,NULL,Isa,NULL,20970290,Rua,S,"R Isa"
770260,RJ,7043,12221,NULL,Isa,NULL,20970292,Travessa,S,"Tv Isa"
351631,RJ,7043,12221,NULL,Jerusalém,NULL,20970300,Travessa,S,"Tv Jerusalém"
770265,RJ,7043,12221,NULL,Jerusalém,NULL,20970302,Rua,S,"R Jerusalém"
770256,RJ,7043,12221,NULL,Batista,NULL,20970304,Travessa,S,"Tv Batista"
362536,RJ,7043,12221,NULL,Macedônia,NULL,20970310,Travessa,S,"Tv Macedônia"
358353,RJ,7043,12221,NULL,"São Bento",NULL,20970320,Rua,S,"R S Bento"
358673,RJ,7043,12221,NULL,"São Miguel",NULL,20970340,Travessa,S,"Tv S Miguel"
770266,RJ,7043,12221,NULL,"São Miguel",NULL,20970342,Rua,S,"R S Miguel"
770255,RJ,7043,12221,NULL,"Santo Antônio",NULL,20970344,Travessa,S,"Tv Sto Antônio"
362729,RJ,7043,12221,NULL,"São Miguel",NULL,20970350,Ladeira,S,"Ld S Miguel"
358672,RJ,7043,12221,NULL,"São Miguel",NULL,20970360,Beco,S,"Bc S Miguel"
358766,RJ,7043,12221,NULL,"São Sebastião",NULL,20970370,Rua,S,"R S Sebastião"
362744,RJ,7043,12221,NULL,"Senhor do Bonfim",NULL,20970380,Rua,S,"R Sr do Bonfim"
360739,RJ,7043,12221,NULL,"Vasco da Gama",NULL,20970390,Rua,S,"R Vasco da Gama"
354974,RJ,7043,12221,NULL,"Nossa Senhora da Conceição",NULL,20970430,Rua,S,"R N Sra da Conceição"
359113,RJ,7043,12221,NULL,"Senhor do Bonfim",NULL,20970490,Travessa,S,"Tv Sr do Bonfim"
363301,RJ,7043,12221,NULL,Cruzeiro,NULL,20970500,Travessa,S,"Tv Cruzeiro"
349760,RJ,7043,12221,NULL,"Gaspar Dutra",NULL,20970530,Rua,S,"R Gaspar Dutra"
349759,RJ,7043,12221,NULL,"Gaspar Dutra",NULL,20970540,Beco,S,"Bc Gaspar Dutra"
350150,RJ,7043,12221,NULL,Glória,NULL,20970550,Beco,S,"Bc Glória"
350319,RJ,7043,12221,NULL,Guanabara,NULL,20970560,Avenida,S,"Av Guanabara"
363479,RJ,7043,12221,NULL,"Lafaiete Santos",NULL,20970570,Rua,S,"R Lafaiete Santos"
352606,RJ,7043,12221,NULL,Latiere,NULL,20970580,Vila,S,"Vl Latiere"
352659,RJ,7043,12221,NULL,"Leão XXIII",NULL,20970590,Travessa,S,"Tv Leão XXIII"
353822,RJ,7043,12282,NULL,"Mariana Portela",NULL,20970600,Rua,S,"R Mariana Portela"
353845,RJ,7043,12221,NULL,Marina,NULL,20970610,Vila,S,"Vl Marina"
358331,RJ,7043,12221,NULL,"Santos Teixeira",NULL,20970640,Rua,S,"R Stos Teixeira"
358767,RJ,7043,12221,NULL,"São Sebastião",NULL,20970660,Vila,S,"Vl S Sebastião"
359391,RJ,7043,12221,NULL,"Silva Rego",NULL,20970690,Travessa,S,"Tv Silva Rego"
360109,RJ,7043,12221,NULL,Teresinha,NULL,20970700,Rua,S,"R Teresinha"
343903,RJ,7043,12242,NULL,Arara,NULL,20970710,Estrada,S,"Est Arara"
360950,RJ,7043,12158,NULL,"Vila União",NULL,20970715,Rua,S,"R Vila União"
344744,RJ,7043,12221,NULL,Batista,NULL,20970720,Rua,S,"R Batista"
346730,RJ,7043,12221,NULL,"Comandante Gracindo de Sá",NULL,20972000,Rua,S,"R Cmte Gracindo de Sá"
347426,RJ,7043,12221,NULL,"Darci Vargas",NULL,20972010,Rua,S,"R Darci Vargas"
343946,RJ,7043,12221,NULL,Araxá,NULL,20972050,Rua,S,"R Araxá"
347256,RJ,7043,12221,NULL,Cruzeiro,NULL,20972060,Rua,S,"R Cruzeiro"
356837,RJ,7043,12221,NULL,"Professor Frias Vilar",NULL,20972065,Rua,S,"R Prf Frias Vilar"
362904,RJ,7043,12221,NULL,"Darci Vargas",NULL,20972070,Travessa,S,"Tv Darci Vargas"
347828,RJ,7043,12221,NULL,"Dom Bosco",NULL,20972080,Travessa,S,"Tv D Bosco"
349082,RJ,7043,12221,NULL,"da Felicidade",NULL,20972090,Rua,S,"R da Felicidade"
361602,RJ,7043,12221,NULL,Flores,NULL,20972100,Travessa,S,"Tv Flores"
349647,RJ,7043,12221,NULL,"dos Fuzileiros",NULL,20972110,Travessa,S,"Tv dos Fuzileiros"
770283,RJ,7043,12221,NULL,"Amaro Rangel",NULL,20972116,Travessa,S,"Tv Amaro Rangel"
770284,RJ,7043,12221,NULL,"Amaro Rangel",NULL,20972118,Beco,S,"Bc Amaro Rangel"
350363,RJ,7043,12221,NULL,Guarani,NULL,20972120,Rua,S,"R Guarani"
351674,RJ,7043,12221,NULL,"João Alberto",NULL,20972130,Rua,S,"R João Alberto"
770285,RJ,7043,12221,NULL,"João Alberto",NULL,20972132,Beco,S,"Bc João Alberto"
351675,RJ,7043,12221,NULL,"João Alberto",NULL,20972140,Travessa,S,"Tv João Alberto"
352534,RJ,7043,12221,NULL,"Lafaiete Souto",NULL,20972150,Rua,S,"R Lafaiete Souto"
